benchmark,comp_id,loop_id,baseline_cycles,slowdown_cycles,baseline_total_cycles,percent_change,baseline_share_pct,slowdown_noBubo_pct
Mandelbrot,73,2,12974,12474,250338150920,-3.853861569292431,5.1825900096809745e-06,104.14433086081156
Mandelbrot,84,0,538,484,250338150920,-10.037174721189592,2.1490931287254233e-07,104.14433086081156
Mandelbrot,84,1,70,330,250338150920,371.42857142857144,2.7962178254791752e-08,104.14433086081156
Mandelbrot,84,2,88,88,250338150920,0.0,3.515245266316678e-08,104.14433086081156
Mandelbrot,85,0,85890,81142,250338150920,-5.528000931423914,3.430959271862948e-05,104.14433086081156
Mandelbrot,85,1,111878,112144,250338150920,0.23775898746849244,4.4690751125565596e-05,104.14433086081156
Mandelbrot,85,2,95388,95988,250338150920,0.629009938357026,3.810366084811537e-05,104.14433086081156
Mandelbrot,87,0,374,530,250338150920,41.711229946524064,1.493979238184588e-07,104.14433086081156
Mandelbrot,88,0,11036,10794,250338150920,-2.192823486770569,4.408437131712597e-06,104.14433086081156
Mandelbrot,138,0,17772,18716,250338150920,5.311726311051092,7.099197599202272e-06,104.14433086081156
Mandelbrot,140,1,273832,278358,250338150920,1.6528382365830145,0.00010938484565523052,104.14433086081156
Mandelbrot,140,2,12094,12282,250338150920,1.5544898296676037,4.831065483049306e-06,104.14433086081156
Mandelbrot,140,5,706,660,250338150920,-6.515580736543909,2.820185406840425e-07,104.14433086081156
Mandelbrot,141,1,3324,3400,250338150920,2.286401925391095,1.327804007413254e-06,104.14433086081156
Mandelbrot,141,2,1744,1816,250338150920,4.128440366972478,6.966576982336689e-07,104.14433086081156
Mandelbrot,142,0,38190,37900,250338150920,-0.7593610892903901,1.5255365536435673e-05,104.14433086081156
Mandelbrot,142,1,27680,27428,250338150920,-0.9104046242774567,1.1057044201323368e-05,104.14433086081156
Mandelbrot,142,2,15182,15080,250338150920,-0.6718482413384271,6.0645970037749764e-06,104.14433086081156
Mandelbrot,142,5,560,668,250338150920,19.28571428571429,2.2369742603833402e-07,104.14433086081156
Mandelbrot,143,0,343684,335218,250338150920,-2.463309319025617,0.00013728790387599783,104.14433086081156
Mandelbrot,143,1,401934,395930,250338150920,-1.4937775853747133,0.0001605564307808781,104.14433086081156
Mandelbrot,143,2,47654,47482,250338150920,-0.3609350736559365,1.9035852036483515e-05,104.14433086081156
Mandelbrot,168,1,499709936,499393122,250338150920,-0.06339957987147168,0.19961397580175114,104.14433086081156
Mandelbrot,168,2,416902790,416669716,250338150920,-0.05590607824908055,0.1665358589842859,104.14433086081156
Mandelbrot,168,3,59766,59576,250338150920,-0.31790650202456244,2.3874107793941198e-05,104.14433086081156
Mandelbrot,168,4,42094,41048,250338150920,-2.4849147146861785,1.6814856163674345e-05,104.14433086081156
Mandelbrot,168,5,394,736,250338150920,86.80203045685279,1.5738711760554214e-07,104.14433086081156
Mandelbrot,169,0,0,451441924372,250338150920,0.0,0.0,104.14433086081156
Mandelbrot,169,1,573832408,451416613814,250338150920,78566.97794001206,0.2292229154410341,104.14433086081156
Mandelbrot,169,2,482446024,430059565924,250338150920,89041.488276417,0.19271773887719343,104.14433086081156
Mandelbrot,180,0,497110834,0,250338150920,-100.0,0.1985757393242313,104.14433086081156
Mandelbrot,180,1,497053360,0,250338150920,-100.0,0.1985527807780454,104.14433086081156
Mandelbrot,180,2,414757528,0,250338150920,-100.0,0.1656789132921826,104.14433086081156
Mandelbrot,180,3,77454,0,250338150920,-100.0,3.093975077923772e-05,104.14433086081156
Mandelbrot,180,4,50288,0,250338150920,-100.0,2.0088028858242396e-05,104.14433086081156
Mandelbrot,180,5,602,0,250338150920,-100.0,2.4047473299120907e-07,104.14433086081156
Mandelbrot,181,0,248354011740,0,250338150920,-100.0,99.20741637952176,104.14433086081156
Mandelbrot,181,1,248328945754,0,250338150920,-100.0,99.19740352854085,104.14433086081156
Mandelbrot,181,2,203955671048,0,250338150920,-100.0,81.47206899885492,104.14433086081156
Mandelbrot,187,0,0,30918,250338150920,0.0,0.0,104.14433086081156
Mandelbrot,187,1,0,9140,250338150920,0.0,0.0,104.14433086081156
Mandelbrot,187,2,0,5846,250338150920,0.0,0.0,104.14433086081156
Mandelbrot,188,0,0,618,250338150920,0.0,0.0,104.14433086081156
Mandelbrot,189,0,13978,19852,250338150920,42.02317928172843,5.583647537792559e-06,104.14433086081156
Mandelbrot,189,1,9356,0,250338150920,-100.0,3.737344853597595e-06,104.14433086081156
Mandelbrot,189,2,5500,0,250338150920,-100.0,2.1970282914479234e-06,104.14433086081156
Mandelbrot,190,0,570,0,250338150920,-100.0,2.2769202293187568e-07,104.14433086081156
Mandelbrot,191,0,15804,0,250338150920,-100.0,6.313060930553269e-06,104.14433086081156
NBody,52,0,244446,253642,181355168552,3.761976060152344,0.00013478854887442039,97.15486017907374
NBody,57,0,6674,5990,181355168552,-10.248726400958946,3.680071570767702e-06,97.15486017907374
NBody,58,0,4280,3492,181355168552,-18.411214953271028,2.360009937501613e-06,97.15486017907374
NBody,69,0,0,21832,181355168552,0.0,0.0,97.15486017907374
NBody,69,1,0,5114,181355168552,0.0,0.0,97.15486017907374
NBody,69,2,0,13554,181355168552,0.0,0.0,97.15486017907374
NBody,70,0,38726,0,181355168552,-100.0,2.1353678700861557e-05,97.15486017907374
NBody,70,1,10666,0,181355168552,-100.0,5.88127710125986e-06,97.15486017907374
NBody,70,2,14536,0,181355168552,-100.0,8.015211320449404e-06,97.15486017907374
NBody,84,0,340,504,181355168552,48.23529411764706,1.8747742494171692e-07,97.15486017907374
NBody,84,1,98,144,181355168552,46.93877551020408,5.4037610718494876e-08,97.15486017907374
NBody,84,2,88,90,181355168552,2.272727272727273,4.8523568808444376e-08,97.15486017907374
NBody,85,0,83924,81826,181355168552,-2.4998808445736618,4.62760453259078e-05,97.15486017907374
NBody,85,1,113284,111646,181355168552,-1.4459235196497298,6.246527237381605e-05,97.15486017907374
NBody,85,2,99066,97494,181355168552,-1.5868209072739385,5.462540758610626e-05,97.15486017907374
NBody,87,0,434,420,181355168552,-3.225806451612903,2.393094188961916e-07,97.15486017907374
NBody,88,0,12078,11414,181355168552,-5.497598940221891,6.659859818958991e-06,97.15486017907374
NBody,138,0,21620,17802,181355168552,-17.659574468085108,1.1921358609529177e-05,97.15486017907374
NBody,140,1,267830,240844,181355168552,-10.075794347160512,0.00014768258447688247,97.15486017907374
NBody,140,2,11976,12102,181355168552,1.0521042084168337,6.603616591476476e-06,97.15486017907374
NBody,140,5,830,796,181355168552,-4.096385542168675,4.576654785341913e-07,97.15486017907374
NBody,141,1,3590,3658,181355168552,1.894150417827298,1.979541045708129e-06,97.15486017907374
NBody,141,2,1970,1764,181355168552,-10.456852791878173,1.086266256279948e-06,97.15486017907374
NBody,142,0,39014,37934,181355168552,-2.768237043112729,2.151248310787101e-05,97.15486017907374
NBody,142,1,28540,27150,181355168552,-4.870357393132445,1.573707561128412e-05,97.15486017907374
NBody,142,2,15524,15158,181355168552,-2.3576397835609377,8.559998661162393e-06,97.15486017907374
NBody,142,5,1078,656,181355168552,-39.14656771799629,5.944137179034436e-07,97.15486017907374
NBody,143,0,401152,343846,181355168552,-14.285358168474794,0.0002211968940300577,97.15486017907374
NBody,143,1,462370,404472,181355168552,-12.522006185522416,0.00025495275579500484,97.15486017907374
NBody,143,2,48136,48930,181355168552,1.649493102875187,2.6542392138219073e-05,97.15486017907374
NBody,181,0,28140450,16040444,181355168552,-42.99862297866594,0.015516762066768053,97.15486017907374
NBody,181,1,9888384,5819476,181355168552,-41.14836155230218,0.005452496379867278,97.15486017907374
NBody,181,2,1057102,605308,181355168552,-42.73892207185305,0.0005828904731198201,97.15486017907374
NBody,182,1,3098,2614,181355168552,-15.622982569399612,1.7082501837336443e-06,97.15486017907374
NBody,182,2,1194,796,181355168552,-33.33333333333333,6.583766040600294e-07,97.15486017907374
NBody,182,3,200,114,181355168552,-43.0,1.1028083820100995e-07,97.15486017907374
NBody,182,4,977914298,978208942,181355168552,0.030129838637454914,0.5392260423609612,97.15486017907374
NBody,182,5,340492376,340593916,181355168552,0.02982151941046692,0.18774892313166722,97.15486017907374
NBody,182,6,35672678,35742328,181355168552,0.19524746642234148,0.019670064153573634,97.15486017907374
NBody,183,0,0,353713844866,181355168552,0.0,0.0,97.15486017907374
NBody,194,1,2308,0,181355168552,-100.0,1.2726408728396548e-06,97.15486017907374
NBody,194,2,756,0,181355168552,-100.0,4.168615683998176e-07,97.15486017907374
NBody,194,3,224,0,181355168552,-100.0,1.2351453878513114e-07,97.15486017907374
NBody,194,4,960,0,181355168552,-100.0,5.293480233648478e-07,97.15486017907374
NBody,194,5,488,0,181355168552,-100.0,2.690852452104643e-07,97.15486017907374
NBody,194,6,1147100506,0,181355168552,-100.0,0.6325160265124132,97.15486017907374
NBody,194,7,944540804,0,181355168552,-100.0,0.5208237579008792,97.15486017907374
NBody,194,8,338778522,0,181355168552,-100.0,0.18680389685329646,97.15486017907374
NBody,194,9,35868528,0,181355168552,-100.0,0.019778056664381975,97.15486017907374
NBody,195,0,177969656034,0,181355168552,-100.0,98.13321420887475,97.15486017907374
NBody,201,0,0,7246,181355168552,0.0,0.0,97.15486017907374
NBody,201,1,0,8972,181355168552,0.0,0.0,97.15486017907374
NBody,201,2,0,5660,181355168552,0.0,0.0,97.15486017907374
NBody,203,0,6024,0,181355168552,-100.0,3.3216588466144194e-06,97.15486017907374
NBody,203,1,8128,0,181355168552,-100.0,4.481813264489044e-06,97.15486017907374
NBody,203,2,6826,0,181355168552,-100.0,3.7638850078004694e-06,97.15486017907374
Permute,52,0,239498,241634,630764379112,0.8918654853067667,3.796948717002204e-05,91.35762657207353
Permute,57,0,7326,6712,630764379112,-8.38110838110838,1.1614479578434117e-06,91.35762657207353
Permute,58,0,3456,3684,630764379112,6.597222222222222,5.479066533315358e-07,91.35762657207353
Permute,73,0,31682,0,630764379112,-100.0,5.022794731148645e-06,91.35762657207353
Permute,73,1,7562,0,630764379112,-100.0,1.1988628797723016e-06,91.35762657207353
Permute,73,2,14088,0,630764379112,-100.0,2.2334805937889685e-06,91.35762657207353
Permute,75,0,0,29148,630764379112,0.0,0.0,91.35762657207353
Permute,75,1,0,8674,630764379112,0.0,0.0,91.35762657207353
Permute,75,2,0,12842,630764379112,0.0,0.0,91.35762657207353
Permute,84,0,554,384,630764379112,-30.685920577617328,8.782994385002049e-08,91.35762657207353
Permute,84,1,100,146,630764379112,46.0,1.585378047834305e-08,91.35762657207353
Permute,84,2,86,98,630764379112,13.953488372093023,1.3634251211375023e-08,91.35762657207353
Permute,85,0,78612,82576,630764379112,5.04248715208874,1.2462973909635037e-05,91.35762657207353
Permute,85,1,111786,110720,630764379112,-0.9536077863059775,1.772230704552056e-05,91.35762657207353
Permute,85,2,96272,95994,630764379112,-0.28876516536479974,1.526275154211042e-05,91.35762657207353
Permute,87,0,362,410,630764379112,13.259668508287293,5.7390685331601835e-08,91.35762657207353
Permute,88,0,10802,10342,630764379112,-4.25847065358267,1.7125253672706164e-06,91.35762657207353
Permute,138,0,17540,16384,630764379112,-6.590649942987457,2.780753095901371e-06,91.35762657207353
Permute,140,1,300160,225700,630764379112,-24.806769722814497,4.75867074837945e-05,91.35762657207353
Permute,140,2,16658,12102,630764379112,-27.35022211550006,2.6409227520823853e-06,91.35762657207353
Permute,140,5,798,624,630764379112,-21.804511278195488,1.2651316821717754e-07,91.35762657207353
Permute,141,1,4612,3372,630764379112,-26.886383347788378,7.311763556611815e-07,91.35762657207353
Permute,141,2,2634,1760,630764379112,-33.181473044798786,4.1758857779955595e-07,91.35762657207353
Permute,142,0,37870,37870,630764379112,0.0,6.003826667148513e-06,91.35762657207353
Permute,142,1,27398,27114,630764379112,-1.036572012555661,4.343618775456429e-06,91.35762657207353
Permute,142,2,15104,15084,630764379112,-0.13241525423728812,2.394555003448934e-06,91.35762657207353
Permute,142,5,736,716,630764379112,-2.717391304347826,1.1668382432060485e-07,91.35762657207353
Permute,143,0,323726,322584,630764379112,-0.3527674638428795,5.132280939132082e-05,91.35762657207353
Permute,143,1,384488,382224,630764379112,-0.5888350221593391,6.095588348557162e-05,91.35762657207353
Permute,143,2,47358,47902,630764379112,1.1486971578191647,7.508033358933701e-06,91.35762657207353
Permute,169,0,1872953542148,2231085580564,630764379112,19.1212451540723,296.9339430334943,91.35762657207353
Permute,184,0,186896214,224952860,630764379112,20.36244886159117,0.02963011548989425,91.35762657207353
Permute,185,0,622028324188,750677480846,630764379112,20.6822023460008,98.61500502988156,91.35762657207353
Permute,193,0,9294,25380,630764379112,173.07940606843124,1.4734503576572029e-06,91.35762657207353
Permute,193,1,8824,11030,630764379112,25.0,1.3989375894089906e-06,91.35762657207353
Permute,193,2,8840,8150,630764379112,-7.8054298642533935,1.4014741942855255e-06,91.35762657207353
Permute,194,0,710,734,630764379112,3.3802816901408446,1.1256184139623565e-07,91.35762657207353
Permute,195,0,4788,3834,630764379112,-19.924812030075188,7.590790093030652e-07,91.35762657207353
Queens,52,0,237998,261160,114505948922,9.732014554744158,0.00020784771642049903,95.13240493542102
Queens,57,0,6906,5888,114505948922,-14.740805097017088,6.03112769687126e-06,95.13240493542102
Queens,58,0,3382,3670,114505948922,8.515671200473093,2.9535583363479006e-06,95.13240493542102
Queens,69,0,0,22154,114505948922,0.0,0.0,95.13240493542102
Queens,69,1,0,6046,114505948922,0.0,0.0,95.13240493542102
Queens,69,2,0,13226,114505948922,0.0,0.0,95.13240493542102
Queens,75,0,26044,0,114505948922,-100.0,2.2744669814265147e-05,95.13240493542102
Queens,75,1,6644,0,114505948922,-100.0,5.802318624096822e-06,95.13240493542102
Queens,75,2,13950,0,114505948922,-100.0,1.2182773149631346e-05,95.13240493542102
Queens,84,0,564,514,114505948922,-8.865248226950355,4.925508284152027e-07,95.13240493542102
Queens,84,1,98,148,114505948922,51.02040816326531,8.558507302249978e-08,95.13240493542102
Queens,84,2,108,90,114505948922,-16.666666666666664,9.431824373908138e-08,95.13240493542102
Queens,85,0,83254,85420,114505948922,2.6016767963100875,7.270713948382855e-05,95.13240493542102
Queens,85,1,108758,111320,114505948922,2.35568877691756,9.498021807939828e-05,95.13240493542102
Queens,85,2,96650,96156,114505948922,-0.5111226073460942,8.440609497576127e-05,95.13240493542102
Queens,87,0,594,420,114505948922,-29.292929292929294,5.187503405649477e-07,95.13240493542102
Queens,88,0,11358,10542,114505948922,-7.1843634442683575,9.919135299893393e-06,95.13240493542102
Queens,138,0,18458,17546,114505948922,-4.940947014844512,1.6119686508666337e-05,95.13240493542102
Queens,140,1,258484,259156,114505948922,0.2599774067253679,0.0002257384899504881,95.13240493542102
Queens,140,2,12078,11958,114505948922,-0.9935419771485345,1.0547923591487268e-05,95.13240493542102
Queens,140,5,648,818,114505948922,26.234567901234566,5.659094624344883e-07,95.13240493542102
Queens,141,1,3370,3384,114505948922,0.4154302670623145,2.9430785314880028e-06,95.13240493542102
Queens,141,2,1772,1842,114505948922,3.9503386004514676,1.5475178509782612e-06,95.13240493542102
Queens,142,0,38006,38410,114505948922,1.0629900542019681,3.319128862544007e-05,95.13240493542102
Queens,142,1,27522,27938,114505948922,1.5115180582806482,2.4035432446175907e-05,95.13240493542102
Queens,142,2,15174,15324,114505948922,0.9885330170027679,1.3251713245340934e-05,95.13240493542102
Queens,142,5,694,784,114505948922,12.968299711815561,6.060820477307638e-07,95.13240493542102
Queens,143,0,341070,340070,114505948922,-0.2931949453191427,0.000297862253630449,95.13240493542102
Queens,143,1,399850,400906,114505948922,0.26409903713892713,0.00034919583110251565,95.13240493542102
Queens,143,2,48428,48152,114505948922,-0.5699182291236474,4.229299914626142e-05,95.13240493542102
Queens,170,0,782336,726912,114505948922,-7.084424083769633,0.0006832273845727591,95.13240493542102
Queens,170,1,496772,495688,114505948922,-0.21820875572697335,0.000433839468321768,95.13240493542102
Queens,170,2,503378,501202,114505948922,-0.4322795195658134,0.00043960860089714175,95.13240493542102
Queens,172,0,211478,210038,114505948922,-0.6809218925845714,0.00018468734768012457,95.13240493542102
Queens,172,1,135786,135446,114505948922,-0.25039400232719133,0.00011858423189217505,95.13240493542102
Queens,172,2,143624,135788,114505948922,-5.455912660836629,0.00012542929109983172,95.13240493542102
Queens,186,0,204574514,400383052,114505948922,95.71502049370628,0.17865841550237146,95.13240493542102
Queens,187,0,112503167012,220490828556,114505948922,95.98633035146614,98.25093636718886,95.13240493542102
Queens,195,0,10568,25452,114505948922,140.84027252081756,9.229214813283446e-06,95.13240493542102
Queens,195,1,10074,13274,114505948922,31.764939448084178,8.797796179884314e-06,95.13240493542102
Queens,195,2,6890,10312,114505948922,49.666182873730044,6.01715462372473e-06,95.13240493542102
Queens,208,0,0,490,114505948922,0.0,0.0,95.13240493542102
Queens,209,0,0,602,114505948922,0.0,0.0,95.13240493542102
Richards,52,0,250672,240554,160063552302,-4.036350290419353,0.00015660779508819376,90.77536212694966
Richards,57,0,7160,5882,160063552302,-17.849162011173185,4.473223227290911e-06,90.77536212694966
Richards,58,0,3354,3076,160063552302,-8.28861061419201,2.095417696135994e-06,90.77536212694966
Richards,73,0,28216,0,160063552302,-100.0,1.7627998125871558e-05,90.77536212694966
Richards,73,1,6480,0,160063552302,-100.0,4.048391971067752e-06,90.77536212694966
Richards,73,2,12302,0,160063552302,-100.0,7.685697226554859e-06,90.77536212694966
Richards,75,0,0,27384,160063552302,0.0,0.0,90.77536212694966
Richards,75,1,0,6702,160063552302,0.0,0.0,90.77536212694966
Richards,75,2,0,13198,160063552302,0.0,0.0,90.77536212694966
Richards,84,0,336,402,160063552302,19.642857142857142,2.099166207220316e-07,90.77536212694966
Richards,84,1,98,146,160063552302,48.97959183673469,6.122568104392589e-08,90.77536212694966
Richards,84,2,92,90,160063552302,-2.1739130434782608,5.747716995960389e-08,90.77536212694966
Richards,85,0,88828,84934,160063552302,-4.3837528707164415,5.549545709969233e-05,90.77536212694966
Richards,85,1,118896,118100,160063552302,-0.6694926658592383,7.428049564692461e-05,90.77536212694966
Richards,85,2,100836,101426,160063552302,0.5851084929985323,6.299747728311541e-05,90.77536212694966
Richards,87,0,386,320,160063552302,-17.098445595854923,2.411542130913815e-07,90.77536212694966
Richards,88,0,12616,13522,160063552302,7.1813570069752695,7.881869306634375e-06,90.77536212694966
Richards,138,0,23530,24130,160063552302,2.5499362515937105,1.4700410969016081e-05,90.77536212694966
Richards,140,1,245820,246234,160063552302,0.16841591408347573,0.00015357649912467203,90.77536212694966
Richards,140,2,12060,12190,160063552302,1.077943615257048,7.534507279487205e-06,90.77536212694966
Richards,140,5,624,690,160063552302,10.576923076923077,3.8984515276948724e-07,90.77536212694966
Richards,141,1,3406,3566,160063552302,4.697592483852025,2.127904792200118e-06,90.77536212694966
Richards,141,2,1778,1754,160063552302,-1.3498312710911136,1.1108087846540838e-06,90.77536212694966
Richards,142,0,37844,38120,160063552302,0.7293097981185921,2.364310891251358e-05,90.77536212694966
Richards,142,1,27384,27674,160063552302,1.0590125620800468,1.7108204588845573e-05,90.77536212694966
Richards,142,2,15060,15136,160063552302,0.5046480743691899,9.408762821648201e-06,90.77536212694966
Richards,142,5,552,716,160063552302,29.71014492753623,3.4486301975762335e-07,90.77536212694966
Richards,143,0,348452,336810,160063552302,-3.3410627575677565,0.0002176960307256945,90.77536212694966
Richards,143,1,408380,416792,160063552302,2.0598462216563007,0.00025513615943590257,90.77536212694966
Richards,143,2,66222,47876,160063552302,-27.703784240886716,4.137231683766183e-05,90.77536212694966
Richards,202,0,0,270550576666,160063552302,0.0,0.0,90.77536212694966
Richards,205,0,1298847584,2136745616,160063552302,64.51088197889739,0.8114574275781401,90.77536212694966
Richards,205,1,1101125704,1076932278,160063552302,-2.1971538682744254,0.6879303177793096,90.77536212694966
Richards,205,3,12223364180,11235512412,160063552302,-8.08166846256887,7.636569352739067,90.77536212694966
Richards,213,0,2704828,0,160063552302,-100.0,0.0016898462898640811,90.77536212694966
Richards,214,0,158844343366,0,160063552302,-100.0,99.23829696488326,90.77536212694966
Richards,234,0,0,343596,160063552302,0.0,0.0,90.77536212694966
Richards,234,1,0,129212,160063552302,0.0,0.0,90.77536212694966
Richards,234,2,0,281888,160063552302,0.0,0.0,90.77536212694966
Richards,237,0,349378,0,160063552302,-100.0,0.00021827455093637485,90.77536212694966
Richards,237,1,129128,0,160063552302,-100.0,8.067295654938838e-05,90.77536212694966
Richards,237,2,144950,0,160063552302,-100.0,9.055778027874547e-05,90.77536212694966
Richards,265,0,0,102819360,160063552302,0.0,0.0,90.77536212694966
Richards,266,0,0,159550216194,160063552302,0.0,0.0,90.77536212694966
Richards,267,0,0,9498,160063552302,0.0,0.0,90.77536212694966
Richards,267,1,0,7858,160063552302,0.0,0.0,90.77536212694966
Richards,267,2,0,6352,160063552302,0.0,0.0,90.77536212694966
Richards,268,0,60320918,600,160063552302,-99.99900532017766,0.03768560495657967,90.77536212694966
Richards,269,0,93701749552,8142,160063552302,-99.99999131072788,58.54034113600588,90.77536212694966
Richards,270,0,8600,0,160063552302,-100.0,5.37286588752819e-06,90.77536212694966
Richards,270,1,8344,0,160063552302,-100.0,5.2129294145971174e-06,90.77536212694966
Richards,270,2,6064,0,160063552302,-100.0,3.788495202554761e-06,90.77536212694966
Richards,271,0,746,0,160063552302,-100.0,4.660648781507011e-07,90.77536212694966
Richards,272,0,4872,0,160063552302,-100.0,3.0437910004694582e-06,90.77536212694966
Sieve,52,0,242408,240188,421516887738,-0.9158113593610773,5.7508490656410486e-05,118.3139920424403
Sieve,57,0,7100,6842,421516887738,-3.633802816901408,1.684392774415508e-06,118.3139920424403
Sieve,58,0,3862,3302,421516887738,-14.500258933195237,9.162147739144636e-07,118.3139920424403
Sieve,69,0,0,27512,421516887738,0.0,0.0,118.3139920424403
Sieve,69,1,0,6496,421516887738,0.0,0.0,118.3139920424403
Sieve,69,2,0,15772,421516887738,0.0,0.0,118.3139920424403
Sieve,73,0,24390,0,421516887738,-100.0,5.786245037745667e-06,118.3139920424403
Sieve,73,1,6538,0,421516887738,-100.0,1.551064782975858e-06,118.3139920424403
Sieve,73,2,13456,0,421516887738,-100.0,3.1922801651457852e-06,118.3139920424403
Sieve,84,0,412,372,421516887738,-9.70873786407767,9.774222859988582e-08,118.3139920424403
Sieve,84,1,96,148,421516887738,54.166666666666664,2.277488821744912e-08,118.3139920424403
Sieve,84,2,90,92,421516887738,2.2222222222222223,2.1351457703858552e-08,118.3139920424403
Sieve,85,0,89944,85058,421516887738,-5.432268967357467,2.133817235239837e-05,118.3139920424403
Sieve,85,1,111430,125020,421516887738,12.195997487211702,2.6435477021566206e-05,118.3139920424403
Sieve,85,2,95194,107110,421516887738,12.51759564678446,2.2583674051790123e-05,118.3139920424403
Sieve,87,0,418,486,421516887738,16.267942583732058,9.916565911347638e-08,118.3139920424403
Sieve,88,0,10934,11678,421516887738,6.804463142491311,2.593964872599882e-06,118.3139920424403
Sieve,138,0,18622,21432,421516887738,15.089678874449575,4.417853837347266e-06,118.3139920424403
Sieve,140,1,239150,248462,421516887738,3.8937905080493413,5.673556788753081e-05,118.3139920424403
Sieve,140,2,12142,12134,421516887738,-0.06588700378850271,2.8805488826694502e-06,118.3139920424403
Sieve,140,5,642,858,421516887738,33.64485981308411,1.52307064954191e-07,118.3139920424403
Sieve,141,1,3538,3352,421516887738,-5.2572074618428495,8.393495261805727e-07,118.3139920424403
Sieve,141,2,1776,1788,421516887738,0.6756756756756757,4.2133543202280873e-07,118.3139920424403
Sieve,142,0,37922,38038,421516887738,0.305891039502136,8.996555322730266e-06,118.3139920424403
Sieve,142,1,27460,27076,421516887738,-1.3983976693372178,6.5145669838661755e-06,118.3139920424403
Sieve,142,2,15050,14994,421516887738,-0.37209302325581395,3.5704382049230133e-06,118.3139920424403
Sieve,142,5,1426,746,421516887738,-47.68583450210379,3.383019853966921e-07,118.3139920424403
Sieve,143,0,326270,377478,421516887738,15.69497655316149,7.740377894486589e-05,118.3139920424403
Sieve,143,1,386462,438782,421516887738,13.5382003922766,9.168363385720648e-05,118.3139920424403
Sieve,143,2,48624,47930,421516887738,-1.4272787101020072,1.1535480882137979e-05,118.3139920424403
Sieve,168,0,76774,107274,421516887738,39.726990908380444,1.821374237506707e-05,118.3139920424403
Sieve,168,1,2002,3614,421516887738,80.51948051948052,4.7495131470138685e-07,118.3139920424403
Sieve,168,2,25320,35816,421516887738,41.45339652448657,6.006876767352206e-06,118.3139920424403
Sieve,169,0,509461828,511144770,421516887738,0.3303372122317278,0.12086391858080511,118.3139920424403
Sieve,169,1,250225052,255540472,421516887738,2.1242557279996093,0.05936299571359785,118.3139920424403
Sieve,170,0,1334,592,421516887738,-55.62218890554723,3.1647605085497007e-07,118.3139920424403
Sieve,170,1,4986,6486,421516887738,30.084235860409148,1.1828707567937636e-06,118.3139920424403
Sieve,170,2,82,68,421516887738,-17.073170731707318,1.9453550352404457e-08,118.3139920424403
Sieve,171,0,287350,268118,421516887738,-6.692883243431355,6.817045968004172e-05,118.3139920424403
Sieve,171,1,34772654,35184924,421516887738,1.1856155702121558,0.008249409457021198,118.3139920424403
Sieve,171,2,173972,175622,421516887738,0.9484284827443497,4.127284221839644e-05,118.3139920424403
Sieve,174,0,797092,960670,421516887738,20.521846913530684,0.00018910084582315578,118.3139920424403
Sieve,174,1,1101786246,1733411312,421516887738,57.32736892415337,0.261386027001801,118.3139920424403
Sieve,174,2,536976526,963562452,421516887738,79.44219259968173,0.12739146203171,118.3139920424403
Sieve,174,3,69427376,147003618,421516887738,111.73725188749752,0.016470840912820937,118.3139920424403
Sieve,174,4,354504,366356,421516887738,3.3432626994335743,8.410196846498524e-05,118.3139920424403
Sieve,186,0,796217518,783481152,421516887738,-1.5996088646720783,0.1888933850960915,118.3139920424403
Sieve,186,1,894,1052,421516887738,17.67337807606264,2.1209114652499493e-07,118.3139920424403
Sieve,186,2,90072,89812,421516887738,-0.28865796251887377,2.136853887002164e-05,118.3139920424403
Sieve,186,3,41996,42000,421516887738,0.00952471663967997,9.963064641458264e-06,118.3139920424403
Sieve,186,4,452020,443216,421516887738,-1.9477014291403034,0.00010723651012553491,118.3139920424403
Sieve,186,5,731163742,718878710,421516887738,-1.6802025721893634,0.1734601301323105,118.3139920424403
Sieve,186,6,364589576,363504048,421516887738,-0.2977397247363978,0.08649465456924135,118.3139920424403
Sieve,186,7,5078,5086,421516887738,0.15754233950374164,1.2046966913354857e-06,118.3139920424403
Sieve,186,8,84,82,421516887738,-2.380952380952381,1.9928027190267982e-08,118.3139920424403
Sieve,186,9,48264468,48209094,421516887738,-0.11473036437488547,0.011450186078902606,118.3139920424403
Sieve,186,10,283742,253766,421516887738,-10.564526929393605,6.731450346453592e-05,118.3139920424403
Sieve,187,0,418491901592,759336500078,421516887738,81.44592456613398,99.28235706943248,118.3139920424403
Sieve,187,1,292046528,357848626,421516887738,22.531374863665558,0.06928465655723047,118.3139920424403
Sieve,187,2,386831465044,694503030016,421516887738,79.5363337201652,91.7712851600956,118.3139920424403
Sieve,187,3,196293603180,405248935306,421516887738,106.45040324334425,46.56838406484183,118.3139920424403
Sieve,187,4,25192270178,55409932156,421516887738,119.94814982727755,5.976574346330491,118.3139920424403
Sieve,187,5,191704662,400759956,421516887738,109.0507094710091,0.04547971091472777,118.3139920424403
Sieve,195,0,60484,47300,421516887738,-21.79750016533298,1.4349128530668674e-05,118.3139920424403
Sieve,195,1,16186,16740,421516887738,3.42271098480168,3.839941048829494e-06,118.3139920424403
Sieve,195,2,13788,12030,421516887738,-12.750217580504785,3.27104332023113e-06,118.3139920424403
Storage,52,0,242354,258344,417181216174,6.5977867086988455,5.80932195899534e-05,37.77960559311494
Storage,57,0,6182,7822,417181216174,26.52863151083792,1.481850035506292e-06,37.77960559311494
